id,sku,oem,nombre,descripcion,categoria_id,marca_repuesto_id,precio,precio_anterior,stock,garantia_meses,calificacion,numero_opiniones,destacado,ficha_tecnica
p-0081,TRW-G00081,D1060-4EG00,Rotula inferior de suspension Nissan Qashqai,Rotula con cuerpo de acero y buje de poliacetal autolubricado.,direccion,trw,109000,,138,12,4.4,218,0,Incluye=Tuerca y pasador|Aplicacion=Nissan Qashqai|Referencia OEM=D1060-4EG00
p-0082,FEB-G00082,95priorityG00,Rotula inferior de suspension Chevrolet Spark GT / Chevrolet Sail,Rotula con cuerpo de acero y buje de poliacetal autolubricado.,direccion,febi,160000,181000,23,12,4.8,234,0,Incluye=Tuerca y pasador|Aplicacion=Chevrolet Spark GT / Chevrolet Sail|Referencia OEM=95priorityG00
p-0083,TRW-G00083,04465-60G00,Rotula inferior de suspension Toyota Prado,Rotula con cuerpo de acero y buje de poliacetal autolubricado.,direccion,trw,137000,,91,12,4.3,53,0,Incluye=Tuerca y pasador|Aplicacion=Toyota Prado|Referencia OEM=04465-60G00
p-0084,TRW-G00084,58101-1RG00,Rotula inferior de suspension Hyundai Accent / Kia Rio,Rotula con cuerpo de acero y buje de poliacetal autolubricado.,direccion,trw,87000,109000,70,12,4.4,318,0,Incluye=Tuerca y pasador|Aplicacion=Hyundai Accent / Kia Rio|Referencia OEM=58101-1RG00
p-0085,FEB-G00085,1848120G00,Rotula inferior de suspension Ford Fiesta,Rotula con cuerpo de acero y buje de poliacetal autolubricado.,direccion,febi,84000,100000,50,12,4.7,219,0,Incluye=Tuerca y pasador|Aplicacion=Ford Fiesta|Referencia OEM=1848120G00
p-0086,MOG-G00086,58101-3XG00,Rotula inferior de suspension Hyundai Elantra / Kia Cerato,Rotula con cuerpo de acero y buje de poliacetal autolubricado.,direccion,moog,104000,,4,12,4.2,308,1,Incluye=Tuerca y pasador|Aplicacion=Hyundai Elantra / Kia Cerato|Referencia OEM=58101-3XG00
p-0087,FEB-G00087,04465-0KG00,Rotula inferior de suspension Toyota Hilux / Ford Ranger,Rotula con cuerpo de acero y buje de poliacetal autolubricado.,direccion,febi,96000,,25,12,4.5,64,0,Incluye=Tuerca y pasador|Aplicacion=Toyota Hilux / Ford Ranger|Referencia OEM=04465-0KG00
p-0088,TRW-G00088,410609G00,Rotula inferior de suspension Renault Kwid,Rotula con cuerpo de acero y buje de poliacetal autolubricado.,direccion,trw,73000,,86,12,4.4,222,0,Incluye=Tuerca y pasador|Aplicacion=Renault Kwid|Referencia OEM=410609G00
p-0089,TRW-G00089,1857858G00,Rotula inferior de suspension Ford Escape,Rotula con cuerpo de acero y buje de poliacetal autolubricado.,direccion,trw,149000,,80,12,4.5,81,0,Incluye=Tuerca y pasador|Aplicacion=Ford Escape|Referencia OEM=1857858G00
p-0090,FEB-G00090,5U0698151G00,Rotula inferior de suspension Volkswagen Gol / Volkswagen Polo,Rotula con cuerpo de acero y buje de poliacetal autolubricado.,direccion,febi,95000,,111,12,4.7,249,0,Incluye=Tuerca y pasador|Aplicacion=Volkswagen Gol / Volkswagen Polo|Referencia OEM=5U0698151G00
p-0091,MOG-G00091,04465-02G00,Rotula inferior de suspension Toyota Corolla / Toyota Yaris,Rotula con cuerpo de acero y buje de poliacetal autolubricado.,direccion,moog,146000,,127,12,4.2,44,0,Incluye=Tuerca y pasador|Aplicacion=Toyota Corolla / Toyota Yaris|Referencia OEM=04465-02G00
p-0092,TRW-H00092,1857858H00,Cremallera de direccion Ford Escape,"Cremallera remanufacturada bajo estandar de fabrica, probada en banco y con terminales nuevos incluidos.",direccion,trw,2274000,2698000,6,24,4.3,185,0,Terminales=Incluidos|Prueba en banco=Si|Aplicacion=Ford Escape|Referencia OEM=1857858H00
p-0093,TRW-H00093,BHY1-33-28H00,Cremallera de direccion Mazda Mazda 3 / Mazda Mazda 2,"Cremallera remanufacturada bajo estandar de fabrica, probada en banco y con terminales nuevos incluidos.",direccion,trw,1295000,,1,24,4.3,12,0,Terminales=Incluidos|Prueba en banco=Si|Aplicacion=Mazda Mazda 3 / Mazda Mazda 2|Referencia OEM=BHY1-33-28H00
p-0094,TRW-H00094,410601H00,Cremallera de direccion Renault Duster,"Cremallera remanufacturada bajo estandar de fabrica, probada en banco y con terminales nuevos incluidos.",direccion,trw,1740000,,9,24,4.2,176,0,Terminales=Incluidos|Prueba en banco=Si|Aplicacion=Renault Duster|Referencia OEM=410601H00
p-0095,ZFG-H00095,1848120H00,Cremallera de direccion Ford Fiesta,"Cremallera remanufacturada bajo estandar de fabrica, probada en banco y con terminales nuevos incluidos.",direccion,zf,2279000,,78,24,4.7,76,0,Terminales=Incluidos|Prueba en banco=Si|Aplicacion=Ford Fiesta|Referencia OEM=1848120H00
p-0096,TRW-H00096,D1060-1HH00,Cremallera de direccion Nissan Versa / Nissan March,"Cremallera remanufacturada bajo estandar de fabrica, probada en banco y con terminales nuevos incluidos.",direccion,trw,1968000,2346000,5,24,4.8,246,0,Terminales=Incluidos|Prueba en banco=Si|Aplicacion=Nissan Versa / Nissan March|Referencia OEM=D1060-1HH00
p-0097,TRW-H00097,20911H00,Cremallera de direccion Chevrolet Captiva,"Cremallera remanufacturada bajo estandar de fabrica, probada en banco y con terminales nuevos incluidos.",direccion,trw,1422000,,13,24,4.1,214,0,Terminales=Incluidos|Prueba en banco=Si|Aplicacion=Chevrolet Captiva|Referencia OEM=20911H00
p-0098,ZFG-H00098,410605H00,Cremallera de direccion Renault Logan / Renault Sandero,"Cremallera remanufacturada bajo estandar de fabrica, probada en banco y con terminales nuevos incluidos.",direccion,zf,2099000,2495000,13,24,4.5,104,0,Terminales=Incluidos|Prueba en banco=Si|Aplicacion=Renault Logan / Renault Sandero|Referencia OEM=410605H00
p-0099,FEB-H00099,58101-3XH00,Cremallera de direccion Hyundai Elantra / Kia Cerato,"Cremallera remanufacturada bajo estandar de fabrica, probada en banco y con terminales nuevos incluidos.",direccion,febi,1924000,,14,24,4.9,25,0,Terminales=Incluidos|Prueba en banco=Si|Aplicacion=Hyundai Elantra / Kia Cerato|Referencia OEM=58101-3XH00
p-0100,VAL-I00100,1857858I00,Bomba de direccion hidraulica Ford Escape,Bomba de paletas con valvula de alivio calibrada de fabrica. Reduce el ruido en maniobras a baja velocidad.,direccion,valeo,1039000,1307000,64,18,4.7,88,0,Polea=Incluida|Aplicacion=Ford Escape|Referencia OEM=1857858I00
p-0101,BOS-I00101,58302-B4I00,Bomba de direccion hidraulica Hyundai i10 / Kia Picanto,Bomba de paletas con valvula de alivio calibrada de fabrica. Reduce el ruido en maniobras a baja velocidad.,direccion,bosch,1171000,1409000,33,18,4.8,60,0,Polea=Incluida|Aplicacion=Hyundai i10 / Kia Picanto|Referencia OEM=58302-B4I00
p-0102,VAL-I00102,58101-3XI00,Bomba de direccion hidraulica Hyundai Elantra / Kia Cerato,Bomba de paletas con valvula de alivio calibrada de fabrica. Reduce el ruido en maniobras a baja velocidad.,direccion,valeo,1055000,,102,18,4.8,287,0,Polea=Incluida|Aplicacion=Hyundai Elantra / Kia Cerato|Referencia OEM=58101-3XI00
p-0103,VAL-I00103,20911I00,Bomba de direccion hidraulica Chevrolet Captiva,Bomba de paletas con valvula de alivio calibrada de fabrica. Reduce el ruido en maniobras a baja velocidad.,direccion,valeo,1028000,,40,18,4.6,61,0,Polea=Incluida|Aplicacion=Chevrolet Captiva|Referencia OEM=20911I00
p-0104,VAL-I00104,D1060-1HI00,Bomba de direccion hidraulica Nissan Versa / Nissan March,Bomba de paletas con valvula de alivio calibrada de fabrica. Reduce el ruido en maniobras a baja velocidad.,direccion,valeo,748000,,79,18,4.7,38,0,Polea=Incluida|Aplicacion=Nissan Versa / Nissan March|Referencia OEM=D1060-1HI00
p-0105,ZFG-I00105,410609I00,Bomba de direccion hidraulica Renault Kwid,Bomba de paletas con valvula de alivio calibrada de fabrica. Reduce el ruido en maniobras a baja velocidad.,direccion,zf,732000,,3,18,4.8,91,0,Polea=Incluida|Aplicacion=Renault Kwid|Referencia OEM=410609I00
p-0106,BOS-I00106,55810-61MI00,Bomba de direccion hidraulica Suzuki Swift / Suzuki Vitara,Bomba de paletas con valvula de alivio calibrada de fabrica. Reduce el ruido en maniobras a baja velocidad.,direccion,bosch,895000,1021000,3,18,4.5,37,0,Polea=Incluida|Aplicacion=Suzuki Swift / Suzuki Vitara|Referencia OEM=55810-61MI00
p-0107,MOG-J00107,58101-3XJ00,Guardapolvo de cremallera Hyundai Elantra / Kia Cerato,Fuelle de caucho EPDM con abrazaderas incluidas. Protege la cremallera del agua y el polvo.,direccion,moog,25000,28000,45,6,4.6,146,0,Material=EPDM|Abrazaderas=Incluidas|Aplicacion=Hyundai Elantra / Kia Cerato|Referencia OEM=58101-3XJ00
p-0108,FEB-J00108,55810-61MJ00,Guardapolvo de cremallera Suzuki Swift / Suzuki Vitara,Fuelle de caucho EPDM con abrazaderas incluidas. Protege la cremallera del agua y el polvo.,direccion,febi,43000,,93,6,4.6,56,0,Material=EPDM|Abrazaderas=Incluidas|Aplicacion=Suzuki Swift / Suzuki Vitara|Referencia OEM=55810-61MJ00
p-0109,MOG-J00109,20911J00,Guardapolvo de cremallera Chevrolet Captiva,Fuelle de caucho EPDM con abrazaderas incluidas. Protege la cremallera del agua y el polvo.,direccion,moog,44000,,98,6,4.4,233,0,Material=EPDM|Abrazaderas=Incluidas|Aplicacion=Chevrolet Captiva|Referencia OEM=20911J00
p-0110,FEB-J00110,04465-0KJ00,Guardapolvo de cremallera Toyota Hilux / Ford Ranger,Fuelle de caucho EPDM con abrazaderas incluidas. Protege la cremallera del agua y el polvo.,direccion,febi,33000,38000,11,6,4.3,202,0,Material=EPDM|Abrazaderas=Incluidas|Aplicacion=Toyota Hilux / Ford Ranger|Referencia OEM=04465-0KJ00
p-0111,FEB-J00111,1857858J00,Guardapolvo de cremallera Ford Escape,Fuelle de caucho EPDM con abrazaderas incluidas. Protege la cremallera del agua y el polvo.,direccion,febi,35000,,87,6,4.9,255,1,Material=EPDM|Abrazaderas=Incluidas|Aplicacion=Ford Escape|Referencia OEM=1857858J00
p-0112,MOG-J00112,04465-02J00,Guardapolvo de cremallera Toyota Corolla / Toyota Yaris,Fuelle de caucho EPDM con abrazaderas incluidas. Protege la cremallera del agua y el polvo.,direccion,moog,46000,56000,40,6,4.4,50,0,Material=EPDM|Abrazaderas=Incluidas|Aplicacion=Toyota Corolla / Toyota Yaris|Referencia OEM=04465-02J00
p-0113,FEB-J00113,410601J00,Guardapolvo de cremallera Renault Duster,Fuelle de caucho EPDM con abrazaderas incluidas. Protege la cremallera del agua y el polvo.,direccion,febi,40000,,88,6,4.6,263,0,Material=EPDM|Abrazaderas=Incluidas|Aplicacion=Renault Duster|Referencia OEM=410601J00
p-0114,FEB-J00114,04465-60J00,Guardapolvo de cremallera Toyota Prado,Fuelle de caucho EPDM con abrazaderas incluidas. Protege la cremallera del agua y el polvo.,direccion,febi,20000,,26,6,4.5,212,1,Material=EPDM|Abrazaderas=Incluidas|Aplicacion=Toyota Prado|Referencia OEM=04465-60J00
p-0115,SAC-K00115,1857858K00,Amortiguador delantero a gas Ford Escape,Amortiguador bitubo presurizado con valvula sensible a la carretera. Mejora el agarre y reduce el cabeceo al frenar.,suspension,sachs,332000,,0,24,4.6,304,0,Posicion=Delantero|Tipo=Bitubo a gas|Aplicacion=Ford Escape|Referencia OEM=1857858K00
p-0116,SAC-K00116,1848120K00,Amortiguador delantero a gas Ford Fiesta,Amortiguador bitubo presurizado con valvula sensible a la carretera. Mejora el agarre y reduce el cabeceo al frenar.,suspension,sachs,289000,,39,24,4.8,201,0,Posicion=Delantero|Tipo=Bitubo a gas|Aplicacion=Ford Fiesta|Referencia OEM=1848120K00
p-0117,MON-K00117,58101-1RK00,Amortiguador delantero a gas Hyundai Accent / Kia Rio,Amortiguador bitubo presurizado con valvula sensible a la carretera. Mejora el agarre y reduce el cabeceo al frenar.,suspension,monroe,270000,330000,71,24,4.7,129,0,Posicion=Delantero|Tipo=Bitubo a gas|Aplicacion=Hyundai Accent / Kia Rio|Referencia OEM=58101-1RK00
p-0118,KYB-K00118,42707K00,Amortiguador delantero a gas Chevrolet Onix / Chevrolet Tracker,Amortiguador bitubo presurizado con valvula sensible a la carretera. Mejora el agarre y reduce el cabeceo al frenar.,suspension,kyb,282000,,91,24,4.8,133,0,Posicion=Delantero|Tipo=Bitubo a gas|Aplicacion=Chevrolet Onix / Chevrolet Tracker|Referencia OEM=42707K00
p-0119,MON-K00119,04465-60K00,Amortiguador delantero a gas Toyota Prado,Amortiguador bitubo presurizado con valvula sensible a la carretera. Mejora el agarre y reduce el cabeceo al frenar.,suspension,monroe,219000,,26,24,4.3,253,0,Posicion=Delantero|Tipo=Bitubo a gas|Aplicacion=Toyota Prado|Referencia OEM=04465-60K00
p-0120,MON-K00120,D1060-4EK00,Amortiguador delantero a gas Nissan Qashqai,Amortiguador bitubo presurizado con valvula sensible a la carretera. Mejora el agarre y reduce el cabeceo al frenar.,suspension,monroe,282000,336000,0,24,4.3,220,0,Posicion=Delantero|Tipo=Bitubo a gas|Aplicacion=Nissan Qashqai|Referencia OEM=D1060-4EK00
p-0121,MON-K00121,D1060-1HK00,Amortiguador delantero a gas Nissan Versa / Nissan March,Amortiguador bitubo presurizado con valvula sensible a la carretera. Mejora el agarre y reduce el cabeceo al frenar.,suspension,monroe,251000,,0,24,4.8,100,0,Posicion=Delantero|Tipo=Bitubo a gas|Aplicacion=Nissan Versa / Nissan March|Referencia OEM=D1060-1HK00
p-0122,MON-K00122,410609K00,Amortiguador delantero a gas Renault Kwid,Amortiguador bitubo presurizado con valvula sensible a la carretera. Mejora el agarre y reduce el cabeceo al frenar.,suspension,monroe,261000,,4,24,4.6,21,0,Posicion=Delantero|Tipo=Bitubo a gas|Aplicacion=Renault Kwid|Referencia OEM=410609K00
p-0123,SAC-K00123,55810-61MK00,Amortiguador delantero a gas Suzuki Swift / Suzuki Vitara,Amortiguador bitubo presurizado con valvula sensible a la carretera. Mejora el agarre y reduce el cabeceo al frenar.,suspension,sachs,225000,,85,24,4.7,186,0,Posicion=Delantero|Tipo=Bitubo a gas|Aplicacion=Suzuki Swift / Suzuki Vitara|Referencia OEM=55810-61MK00
p-0124,MON-K00124,5U0698151K00,Amortiguador delantero a gas Volkswagen Gol / Volkswagen Polo,Amortiguador bitubo presurizado con valvula sensible a la carretera. Mejora el agarre y reduce el cabeceo al frenar.,suspension,monroe,369000,,0,24,4.2,301,0,Posicion=Delantero|Tipo=Bitubo a gas|Aplicacion=Volkswagen Gol / Volkswagen Polo|Referencia OEM=5U0698151K00
p-0125,MON-K00125,410601K00,Amortiguador delantero a gas Renault Duster,Amortiguador bitubo presurizado con valvula sensible a la carretera. Mejora el agarre y reduce el cabeceo al frenar.,suspension,monroe,265000,,106,24,4.5,303,0,Posicion=Delantero|Tipo=Bitubo a gas|Aplicacion=Renault Duster|Referencia OEM=410601K00
p-0126,SAC-K00126,04465-0KK00,Amortiguador delantero a gas Toyota Hilux / Ford Ranger,Amortiguador bitubo presurizado con valvula sensible a la carretera. Mejora el agarre y reduce el cabeceo al frenar.,suspension,sachs,266000,308000,64,24,4.6,131,0,Posicion=Delantero|Tipo=Bitubo a gas|Aplicacion=Toyota Hilux / Ford Ranger|Referencia OEM=04465-0KK00
p-0127,MON-K00127,95priorityK00,Amortiguador delantero a gas Chevrolet Spark GT / Chevrolet Sail,Amortiguador bitubo presurizado con valvula sensible a la carretera. Mejora el agarre y reduce el cabeceo al frenar.,suspension,monroe,340000,,116,24,4.7,238,0,Posicion=Delantero|Tipo=Bitubo a gas|Aplicacion=Chevrolet Spark GT / Chevrolet Sail|Referencia OEM=95priorityK00
p-0128,MON-K00128,58101-D3K00,Amortiguador delantero a gas Hyundai Tucson / Kia Sportage,Amortiguador bitubo presurizado con valvula sensible a la carretera. Mejora el agarre y reduce el cabeceo al frenar.,suspension,monroe,223000,258000,41,24,4.5,154,0,Posicion=Delantero|Tipo=Bitubo a gas|Aplicacion=Hyundai Tucson / Kia Sportage|Referencia OEM=58101-D3K00
p-0129,KYB-K00129,BHY1-33-28K00,Amortiguador delantero a gas Mazda Mazda 3 / Mazda Mazda 2,Amortiguador bitubo presurizado con valvula sensible a la carretera. Mejora el agarre y reduce el cabeceo al frenar.,suspension,kyb,267000,,51,24,4.2,185,1,Posicion=Delantero|Tipo=Bitubo a gas|Aplicacion=Mazda Mazda 3 / Mazda Mazda 2|Referencia OEM=BHY1-33-28K00
p-0130,KYB-K00130,58302-B4K00,Amortiguador delantero a gas Hyundai i10 / Kia Picanto,Amortiguador bitubo presurizado con valvula sensible a la carretera. Mejora el agarre y reduce el cabeceo al frenar.,suspension,kyb,187000,,49,24,4.3,222,0,Posicion=Delantero|Tipo=Bitubo a gas|Aplicacion=Hyundai i10 / Kia Picanto|Referencia OEM=58302-B4K00
p-0131,KYB-K00131,04465-02K00,Amortiguador delantero a gas Toyota Corolla / Toyota Yaris,Amortiguador bitubo presurizado con valvula sensible a la carretera. Mejora el agarre y reduce el cabeceo al frenar.,suspension,kyb,186000,,3,24,4.2,274,0,Posicion=Delantero|Tipo=Bitubo a gas|Aplicacion=Toyota Corolla / Toyota Yaris|Referencia OEM=04465-02K00
p-0132,KYB-L00132,58101-D3L00,Amortiguador trasero a gas Hyundai Tucson / Kia Sportage,Reemplazo equivalente al original. Recupera la altura y el confort de marcha de fabrica.,suspension,kyb,170000,,65,24,4.6,122,0,Posicion=Trasero|Tipo=Bitubo a gas|Aplicacion=Hyundai Tucson / Kia Sportage|Referencia OEM=58101-D3L00
p-0133,SAC-L00133,1857858L00,Amortiguador trasero a gas Ford Escape,Reemplazo equivalente al original. Recupera la altura y el confort de marcha de fabrica.,suspension,sachs,330000,,116,24,4.1,88,0,Posicion=Trasero|Tipo=Bitubo a gas|Aplicacion=Ford Escape|Referencia OEM=1857858L00
p-0134,KYB-L00134,20911L00,Amortiguador trasero a gas Chevrolet Captiva,Reemplazo equivalente al original. Recupera la altura y el confort de marcha de fabrica.,suspension,kyb,220000,,3,24,4.7,32,0,Posicion=Trasero|Tipo=Bitubo a gas|Aplicacion=Chevrolet Captiva|Referencia OEM=20911L00
p-0135,MON-L00135,5U0698151L00,Amortiguador trasero a gas Volkswagen Gol / Volkswagen Polo,Reemplazo equivalente al original. Recupera la altura y el confort de marcha de fabrica.,suspension,monroe,202000,241000,5,24,4.8,249,0,Posicion=Trasero|Tipo=Bitubo a gas|Aplicacion=Volkswagen Gol / Volkswagen Polo|Referencia OEM=5U0698151L00
p-0136,SAC-L00136,55810-61ML00,Amortiguador trasero a gas Suzuki Swift / Suzuki Vitara,Reemplazo equivalente al original. Recupera la altura y el confort de marcha de fabrica.,suspension,sachs,200000,237000,1,24,4.5,71,0,Posicion=Trasero|Tipo=Bitubo a gas|Aplicacion=Suzuki Swift / Suzuki Vitara|Referencia OEM=55810-61ML00
p-0137,SAC-L00137,410601L00,Amortiguador trasero a gas Renault Duster,Reemplazo equivalente al original. Recupera la altura y el confort de marcha de fabrica.,suspension,sachs,268000,,3,24,4.7,169,0,Posicion=Trasero|Tipo=Bitubo a gas|Aplicacion=Renault Duster|Referencia OEM=410601L00
p-0138,MON-L00138,42707L00,Amortiguador trasero a gas Chevrolet Onix / Chevrolet Tracker,Reemplazo equivalente al original. Recupera la altura y el confort de marcha de fabrica.,suspension,monroe,190000,239000,31,24,4.6,92,0,Posicion=Trasero|Tipo=Bitubo a gas|Aplicacion=Chevrolet Onix / Chevrolet Tracker|Referencia OEM=42707L00
p-0139,MON-L00139,95priorityL00,Amortiguador trasero a gas Chevrolet Spark GT / Chevrolet Sail,Reemplazo equivalente al original. Recupera la altura y el confort de marcha de fabrica.,suspension,monroe,239000,,128,24,4.5,141,0,Posicion=Trasero|Tipo=Bitubo a gas|Aplicacion=Chevrolet Spark GT / Chevrolet Sail|Referencia OEM=95priorityL00
p-0140,KYB-L00140,04465-02L00,Amortiguador trasero a gas Toyota Corolla / Toyota Yaris,Reemplazo equivalente al original. Recupera la altura y el confort de marcha de fabrica.,suspension,kyb,255000,,0,24,4.4,247,0,Posicion=Trasero|Tipo=Bitubo a gas|Aplicacion=Toyota Corolla / Toyota Yaris|Referencia OEM=04465-02L00
p-0141,SAC-L00141,58101-3XL00,Amortiguador trasero a gas Hyundai Elantra / Kia Cerato,Reemplazo equivalente al original. Recupera la altura y el confort de marcha de fabrica.,suspension,sachs,198000,230000,16,24,4.5,248,0,Posicion=Trasero|Tipo=Bitubo a gas|Aplicacion=Hyundai Elantra / Kia Cerato|Referencia OEM=58101-3XL00
p-0142,MON-L00142,D1060-1HL00,Amortiguador trasero a gas Nissan Versa / Nissan March,Reemplazo equivalente al original. Recupera la altura y el confort de marcha de fabrica.,suspension,monroe,298000,356000,132,24,4.6,107,0,Posicion=Trasero|Tipo=Bitubo a gas|Aplicacion=Nissan Versa / Nissan March|Referencia OEM=D1060-1HL00
p-0143,KYB-L00143,410605L00,Amortiguador trasero a gas Renault Logan / Renault Sandero,Reemplazo equivalente al original. Recupera la altura y el confort de marcha de fabrica.,suspension,kyb,228000,,3,24,4.8,111,0,Posicion=Trasero|Tipo=Bitubo a gas|Aplicacion=Renault Logan / Renault Sandero|Referencia OEM=410605L00
p-0144,MON-L00144,58302-B4L00,Amortiguador trasero a gas Hyundai i10 / Kia Picanto,Reemplazo equivalente al original. Recupera la altura y el confort de marcha de fabrica.,suspension,monroe,343000,,13,24,4.5,18,0,Posicion=Trasero|Tipo=Bitubo a gas|Aplicacion=Hyundai i10 / Kia Picanto|Referencia OEM=58302-B4L00
p-0145,MON-L00145,1848120L00,Amortiguador trasero a gas Ford Fiesta,Reemplazo equivalente al original. Recupera la altura y el confort de marcha de fabrica.,suspension,monroe,219000,264000,3,24,4.3,93,0,Posicion=Trasero|Tipo=Bitubo a gas|Aplicacion=Ford Fiesta|Referencia OEM=1848120L00
p-0146,MON-L00146,D1060-4EL00,Amortiguador trasero a gas Nissan Qashqai,Reemplazo equivalente al original. Recupera la altura y el confort de marcha de fabrica.,suspension,monroe,205000,,55,24,4.2,187,0,Posicion=Trasero|Tipo=Bitubo a gas|Aplicacion=Nissan Qashqai|Referencia OEM=D1060-4EL00
p-0147,KYB-M00147,04465-02M00,Espiral delantero reforzado Toyota Corolla / Toyota Yaris,Resorte de acero al silicio con recubrimiento epoxico. Conserva la altura original aun con carga.,suspension,kyb,129000,,4,12,4.6,257,0,Posicion=Delantero|Aplicacion=Toyota Corolla / Toyota Yaris|Referencia OEM=04465-02M00
p-0148,FEB-M00148,1848120M00,Espiral delantero reforzado Ford Fiesta,Resorte de acero al silicio con recubrimiento epoxico. Conserva la altura original aun con carga.,suspension,febi,135000,,5,12,4.7,319,0,Posicion=Delantero|Aplicacion=Ford Fiesta|Referencia OEM=1848120M00
p-0149,FEB-M00149,1857858M00,Espiral delantero reforzado Ford Escape,Resorte de acero al silicio con recubrimiento epoxico. Conserva la altura original aun con carga.,suspension,febi,284000,,77,12,4.8,21,0,Posicion=Delantero|Aplicacion=Ford Escape|Referencia OEM=1857858M00
p-0150,SAC-M00150,D1060-4EM00,Espiral delantero reforzado Nissan Qashqai,Resorte de acero al silicio con recubrimiento epoxico. Conserva la altura original aun con carga.,suspension,sachs,139000,156000,59,12,4.4,277,0,Posicion=Delantero|Aplicacion=Nissan Qashqai|Referencia OEM=D1060-4EM00
p-0151,SAC-M00151,42707M00,Espiral delantero reforzado Chevrolet Onix / Chevrolet Tracker,Resorte de acero al silicio con recubrimiento epoxico. Conserva la altura original aun con carga.,suspension,sachs,182000,215000,3,12,4.9,28,0,Posicion=Delantero|Aplicacion=Chevrolet Onix / Chevrolet Tracker|Referencia OEM=42707M00
p-0152,FEB-M00152,58302-B4M00,Espiral delantero reforzado Hyundai i10 / Kia Picanto,Resorte de acero al silicio con recubrimiento epoxico. Conserva la altura original aun con carga.,suspension,febi,163000,,102,12,4.7,224,0,Posicion=Delantero|Aplicacion=Hyundai i10 / Kia Picanto|Referencia OEM=58302-B4M00
p-0153,SAC-M00153,410605M00,Espiral delantero reforzado Renault Logan / Renault Sandero,Resorte de acero al silicio con recubrimiento epoxico. Conserva la altura original aun con carga.,suspension,sachs,255000,,87,12,4.7,267,0,Posicion=Delantero|Aplicacion=Renault Logan / Renault Sandero|Referencia OEM=410605M00
p-0154,KYB-M00154,04465-60M00,Espiral delantero reforzado Toyota Prado,Resorte de acero al silicio con recubrimiento epoxico. Conserva la altura original aun con carga.,suspension,kyb,260000,,52,12,4.7,267,0,Posicion=Delantero|Aplicacion=Toyota Prado|Referencia OEM=04465-60M00
p-0155,SAC-M00155,58101-D3M00,Espiral delantero reforzado Hyundai Tucson / Kia Sportage,Resorte de acero al silicio con recubrimiento epoxico. Conserva la altura original aun con carga.,suspension,sachs,203000,,68,12,4.3,89,0,Posicion=Delantero|Aplicacion=Hyundai Tucson / Kia Sportage|Referencia OEM=58101-D3M00
p-0156,KYB-M00156,20911M00,Espiral delantero reforzado Chevrolet Captiva,Resorte de acero al silicio con recubrimiento epoxico. Conserva la altura original aun con carga.,suspension,kyb,238000,,46,12,4.9,53,0,Posicion=Delantero|Aplicacion=Chevrolet Captiva|Referencia OEM=20911M00
p-0157,FEB-M00157,58101-3XM00,Espiral delantero reforzado Hyundai Elantra / Kia Cerato,Resorte de acero al silicio con recubrimiento epoxico. Conserva la altura original aun con carga.,suspension,febi,154000,,87,12,4.9,23,0,Posicion=Delantero|Aplicacion=Hyundai Elantra / Kia Cerato|Referencia OEM=58101-3XM00
p-0158,MOG-N00158,42707N00,Buje de tijera delantera Chevrolet Onix / Chevrolet Tracker,Buje de caucho vulcanizado sobre camisa metalica. Elimina golpeteos en huecos y reductores.,suspension,moog,38000,,137,12,4.5,32,0,Material=Caucho y acero|Aplicacion=Chevrolet Onix / Chevrolet Tracker|Referencia OEM=42707N00
p-0159,MOG-N00159,410605N00,Buje de tijera delantera Renault Logan / Renault Sandero,Buje de caucho vulcanizado sobre camisa metalica. Elimina golpeteos en huecos y reductores.,suspension,moog,59000,73000,0,12,4.6,180,0,Material=Caucho y acero|Aplicacion=Renault Logan / Renault Sandero|Referencia OEM=410605N00
p-0160,MOG-N00160,04465-0KN00,Buje de tijera delantera Toyota Hilux / Ford Ranger,Buje de caucho vulcanizado sobre camisa metalica. Elimina golpeteos en huecos y reductores.,suspension,moog,72000,,83,12,4.6,282,0,Material=Caucho y acero|Aplicacion=Toyota Hilux / Ford Ranger|Referencia OEM=04465-0KN00
p-0161,MOG-N00161,58101-1RN00,Buje de tijera delantera Hyundai Accent / Kia Rio,Buje de caucho vulcanizado sobre camisa metalica. Elimina golpeteos en huecos y reductores.,suspension,moog,73000,,5,12,4.8,137,0,Material=Caucho y acero|Aplicacion=Hyundai Accent / Kia Rio|Referencia OEM=58101-1RN00
p-0162,FEB-N00162,D1060-4EN00,Buje de tijera delantera Nissan Qashqai,Buje de caucho vulcanizado sobre camisa metalica. Elimina golpeteos en huecos y reductores.,suspension,febi,30000,36000,55,12,4.8,84,0,Material=Caucho y acero|Aplicacion=Nissan Qashqai|Referencia OEM=D1060-4EN00
p-0163,SAC-N00163,D1060-1HN00,Buje de tijera delantera Nissan Versa / Nissan March,Buje de caucho vulcanizado sobre camisa metalica. Elimina golpeteos en huecos y reductores.,suspension,sachs,42000,47000,79,12,4.2,179,0,Material=Caucho y acero|Aplicacion=Nissan Versa / Nissan March|Referencia OEM=D1060-1HN00
p-0164,FEB-N00164,04465-02N00,Buje de tijera delantera Toyota Corolla / Toyota Yaris,Buje de caucho vulcanizado sobre camisa metalica. Elimina golpeteos en huecos y reductores.,suspension,febi,64000,,126,12,4.9,28,0,Material=Caucho y acero|Aplicacion=Toyota Corolla / Toyota Yaris|Referencia OEM=04465-02N00
