id,producto_id,modelo_id,motor_id,ano_desde,ano_hasta
f-00522,p-0260,ni-versa,ni-versa-hr16,2015,2020
f-00523,p-0260,ni-march,ni-march-hr16,2014,2021
f-00524,p-0261,hy-i10,hy-i10-g4la,2014,2020
f-00525,p-0261,ki-picanto,ki-picanto-g4la,2012,2020
f-00526,p-0262,cv-captiva,cv-captiva-le9,2008,2018
f-00527,p-0263,rn-duster,rn-duster-k4m,2012,2021
f-00528,p-0263,rn-duster,rn-duster-f4r,2012,2021
f-00529,p-0264,su-swift,su-swift-k12c,2018,2023
f-00530,p-0264,su-vitara,su-vitara-m16a,2016,2022
f-00531,p-0265,ty-prado,ty-prado-1gr,2010,2020
f-00532,p-0266,hy-i10,hy-i10-g4la,2014,2020
f-00533,p-0266,ki-picanto,ki-picanto-g4la,2012,2020
f-00534,p-0267,fo-fiesta,fo-fiesta-duratec,2011,2016
f-00535,p-0268,hy-elantra,hy-elantra-g4fg,2017,2023
f-00536,p-0268,hy-elantra,hy-elantra-g4nb,2017,2020
f-00537,p-0268,ki-cerato,ki-cerato-g4fg,2014,2021
f-00538,p-0269,ni-versa,ni-versa-hr16,2015,2020
f-00539,p-0269,ni-march,ni-march-hr16,2014,2021
f-00540,p-0270,vw-gol,vw-gol-ea111,2013,2018
f-00541,p-0270,vw-polo,vw-polo-ea211,2018,2023
f-00542,p-0271,cv-onix,cv-onix-lde,2017,2021
f-00543,p-0271,cv-onix,cv-onix-lih,2020,2024
f-00544,p-0271,cv-tracker,cv-tracker-lih,2020,2025
f-00545,p-0272,rn-kwid,rn-kwid-b4d,2018,2024
f-00546,p-0273,rn-duster,rn-duster-k4m,2012,2021
f-00547,p-0273,rn-duster,rn-duster-f4r,2012,2021
f-00548,p-0274,hy-i10,hy-i10-g4la,2014,2020
f-00549,p-0274,ki-picanto,ki-picanto-g4la,2012,2020
f-00550,p-0275,vw-gol,vw-gol-ea111,2013,2018
f-00551,p-0275,vw-polo,vw-polo-ea211,2018,2023
f-00552,p-0276,ni-qashqai,ni-qashqai-mr20,2018,2023
f-00553,p-0277,rn-kwid,rn-kwid-b4d,2018,2024
f-00554,p-0278,fo-escape,fo-escape-ecoboost,2013,2019
f-00555,p-0279,ni-versa,ni-versa-hr16,2015,2020
f-00556,p-0279,ni-march,ni-march-hr16,2014,2021
f-00557,p-0280,cv-onix,cv-onix-lde,2017,2021
f-00558,p-0280,cv-onix,cv-onix-lih,2020,2024
f-00559,p-0280,cv-tracker,cv-tracker-lih,2020,2025
f-00560,p-0281,ty-hilux,ty-hilux-2gd,2016,2023
f-00561,p-0281,ty-hilux,ty-hilux-1gd,2016,2023
f-00562,p-0281,fo-ranger,fo-ranger-puma32,2016,2022
f-00563,p-0281,fo-ranger,fo-ranger-puma22,2016,2022
f-00564,p-0281,ni-frontier,ni-frontier-yd25,2010,2020
f-00565,p-0281,ni-frontier,ni-frontier-qr25,2010,2020
f-00566,p-0281,vw-amarok,vw-amarok-tdi,2011,2021
f-00567,p-0281,cv-dmax,cv-dmax-4jj1,2006,2013
f-00568,p-0281,cv-dmax,cv-dmax-c24se,2006,2013
f-00569,p-0282,ty-corolla,ty-corolla-2zr,2014,2019
f-00570,p-0282,ty-yaris,ty-yaris-2nr,2018,2023
f-00571,p-0283,rn-logan,rn-logan-k4m,2014,2020
f-00572,p-0283,rn-sandero,rn-sandero-k4m,2015,2019
f-00573,p-0283,rn-sandero,rn-sandero-h4m,2019,2021
f-00574,p-0283,rn-stepway,rn-stepway-h4m,2016,2022
f-00575,p-0284,mz-3,mz-3-pevps,2015,2019
f-00576,p-0284,mz-2,mz-2-p5vps,2016,2021
f-00577,p-0284,mz-cx5,mz-cx5-pyvps,2017,2023
f-00578,p-0285,rn-kwid,rn-kwid-b4d,2018,2024
f-00579,p-0286,cv-captiva,cv-captiva-le9,2008,2018
f-00580,p-0287,hy-i10,hy-i10-g4la,2014,2020
f-00581,p-0287,ki-picanto,ki-picanto-g4la,2012,2020
f-00582,p-0288,fo-fiesta,fo-fiesta-duratec,2011,2016
f-00583,p-0289,su-swift,su-swift-k12c,2018,2023
f-00584,p-0289,su-vitara,su-vitara-m16a,2016,2022
f-00585,p-0290,cv-onix,cv-onix-lde,2017,2021
f-00586,p-0290,cv-onix,cv-onix-lih,2020,2024
f-00587,p-0290,cv-tracker,cv-tracker-lih,2020,2025
f-00588,p-0291,ty-hilux,ty-hilux-2gd,2016,2023
f-00589,p-0291,ty-hilux,ty-hilux-1gd,2016,2023
f-00590,p-0291,fo-ranger,fo-ranger-puma32,2016,2022
f-00591,p-0291,fo-ranger,fo-ranger-puma22,2016,2022
f-00592,p-0291,ni-frontier,ni-frontier-yd25,2010,2020
f-00593,p-0291,ni-frontier,ni-frontier-qr25,2010,2020
f-00594,p-0291,vw-amarok,vw-amarok-tdi,2011,2021
f-00595,p-0291,cv-dmax,cv-dmax-4jj1,2006,2013
f-00596,p-0291,cv-dmax,cv-dmax-c24se,2006,2013
f-00597,p-0292,mz-3,mz-3-pevps,2015,2019
f-00598,p-0292,mz-2,mz-2-p5vps,2016,2021
f-00599,p-0292,mz-cx5,mz-cx5-pyvps,2017,2023
f-00600,p-0293,fo-escape,fo-escape-ecoboost,2013,2019
f-00601,p-0294,vw-gol,vw-gol-ea111,2013,2018
f-00602,p-0294,vw-polo,vw-polo-ea211,2018,2023
f-00603,p-0295,cv-spark-gt,cv-spark-gt-b12d1,2011,2017
f-00604,p-0295,cv-sail,cv-sail-l2b,2013,2019
f-00605,p-0296,rn-logan,rn-logan-k4m,2014,2020
f-00606,p-0296,rn-sandero,rn-sandero-k4m,2015,2019
f-00607,p-0296,rn-sandero,rn-sandero-h4m,2019,2021
f-00608,p-0296,rn-stepway,rn-stepway-h4m,2016,2022
f-00609,p-0297,hy-elantra,hy-elantra-g4fg,2017,2023
f-00610,p-0297,hy-elantra,hy-elantra-g4nb,2017,2020
f-00611,p-0297,ki-cerato,ki-cerato-g4fg,2014,2021
f-00612,p-0298,fo-escape,fo-escape-ecoboost,2013,2019
f-00613,p-0299,hy-accent,hy-accent-g4lc,2012,2018
f-00614,p-0299,hy-accent,hy-accent-g4fg,2012,2018
f-00615,p-0299,ki-rio,ki-rio-g4lc,2012,2017
f-00616,p-0300,fo-fiesta,fo-fiesta-duratec,2011,2016
f-00617,p-0301,hy-i10,hy-i10-g4la,2014,2020
f-00618,p-0301,ki-picanto,ki-picanto-g4la,2012,2020
f-00619,p-0302,hy-tucson,hy-tucson-g4na,2016,2022
f-00620,p-0302,hy-tucson,hy-tucson-d4ha,2016,2022
f-00621,p-0302,ki-sportage,ki-sportage-g4na,2016,2022
f-00622,p-0302,ki-sportage,ki-sportage-d4ha,2016,2022
f-00623,p-0303,cv-captiva,cv-captiva-le9,2008,2018
f-00624,p-0304,rn-duster,rn-duster-k4m,2012,2021
f-00625,p-0304,rn-duster,rn-duster-f4r,2012,2021
f-00626,p-0305,ni-qashqai,ni-qashqai-mr20,2018,2023
f-00627,p-0306,cv-onix,cv-onix-lde,2017,2021
f-00628,p-0306,cv-onix,cv-onix-lih,2020,2024
f-00629,p-0306,cv-tracker,cv-tracker-lih,2020,2025
f-00630,p-0307,rn-kwid,rn-kwid-b4d,2018,2024
f-00631,p-0308,ty-corolla,ty-corolla-2zr,2014,2019
f-00632,p-0308,ty-yaris,ty-yaris-2nr,2018,2023
f-00633,p-0309,cv-spark-gt,cv-spark-gt-b12d1,2011,2017
f-00634,p-0309,cv-sail,cv-sail-l2b,2013,2019
f-00635,p-0310,ty-hilux,ty-hilux-2gd,2016,2023
f-00636,p-0310,ty-hilux,ty-hilux-1gd,2016,2023
f-00637,p-0310,fo-ranger,fo-ranger-puma32,2016,2022
f-00638,p-0310,fo-ranger,fo-ranger-puma22,2016,2022
f-00639,p-0310,ni-frontier,ni-frontier-yd25,2010,2020
f-00640,p-0310,ni-frontier,ni-frontier-qr25,2010,2020
f-00641,p-0310,vw-amarok,vw-amarok-tdi,2011,2021
f-00642,p-0310,cv-dmax,cv-dmax-4jj1,2006,2013
f-00643,p-0310,cv-dmax,cv-dmax-c24se,2006,2013
f-00644,p-0311,hy-tucson,hy-tucson-g4na,2016,2022
f-00645,p-0311,hy-tucson,hy-tucson-d4ha,2016,2022
f-00646,p-0311,ki-sportage,ki-sportage-g4na,2016,2022
f-00647,p-0311,ki-sportage,ki-sportage-d4ha,2016,2022
f-00648,p-0312,cv-spark-gt,cv-spark-gt-b12d1,2011,2017
f-00649,p-0312,cv-sail,cv-sail-l2b,2013,2019
f-00650,p-0313,hy-elantra,hy-elantra-g4fg,2017,2023
f-00651,p-0313,hy-elantra,hy-elantra-g4nb,2017,2020
f-00652,p-0313,ki-cerato,ki-cerato-g4fg,2014,2021
f-00653,p-0314,cv-onix,cv-onix-lde,2017,2021
f-00654,p-0314,cv-onix,cv-onix-lih,2020,2024
f-00655,p-0314,cv-tracker,cv-tracker-lih,2020,2025
f-00656,p-0315,ty-corolla,ty-corolla-2zr,2014,2019
f-00657,p-0315,ty-yaris,ty-yaris-2nr,2018,2023
f-00658,p-0316,rn-logan,rn-logan-k4m,2014,2020
f-00659,p-0316,rn-sandero,rn-sandero-k4m,2015,2019
f-00660,p-0316,rn-sandero,rn-sandero-h4m,2019,2021
f-00661,p-0316,rn-stepway,rn-stepway-h4m,2016,2022
f-00662,p-0317,ni-qashqai,ni-qashqai-mr20,2018,2023
f-00663,p-0318,fo-fiesta,fo-fiesta-duratec,2011,2016
f-00664,p-0319,hy-accent,hy-accent-g4lc,2012,2018
f-00665,p-0319,hy-accent,hy-accent-g4fg,2012,2018
f-00666,p-0319,ki-rio,ki-rio-g4lc,2012,2017
f-00667,p-0320,fo-escape,fo-escape-ecoboost,2013,2019
f-00668,p-0321,ty-hilux,ty-hilux-2gd,2016,2023
f-00669,p-0321,ty-hilux,ty-hilux-1gd,2016,2023
f-00670,p-0321,fo-ranger,fo-ranger-puma32,2016,2022
f-00671,p-0321,fo-ranger,fo-ranger-puma22,2016,2022
f-00672,p-0321,ni-frontier,ni-frontier-yd25,2010,2020
f-00673,p-0321,ni-frontier,ni-frontier-qr25,2010,2020
f-00674,p-0321,vw-amarok,vw-amarok-tdi,2011,2021
f-00675,p-0321,cv-dmax,cv-dmax-4jj1,2006,2013
f-00676,p-0321,cv-dmax,cv-dmax-c24se,2006,2013
f-00677,p-0322,hy-i10,hy-i10-g4la,2014,2020
f-00678,p-0322,ki-picanto,ki-picanto-g4la,2012,2020
f-00679,p-0323,hy-elantra,hy-elantra-g4fg,2017,2023
f-00680,p-0323,hy-elantra,hy-elantra-g4nb,2017,2020
f-00681,p-0323,ki-cerato,ki-cerato-g4fg,2014,2021
f-00682,p-0324,ty-prado,ty-prado-1gr,2010,2020
f-00683,p-0325,cv-spark-gt,cv-spark-gt-b12d1,2011,2017
f-00684,p-0325,cv-sail,cv-sail-l2b,2013,2019
f-00685,p-0326,ty-corolla,ty-corolla-2zr,2014,2019
f-00686,p-0326,ty-yaris,ty-yaris-2nr,2018,2023
f-00687,p-0327,ni-versa,ni-versa-hr16,2015,2020
f-00688,p-0327,ni-march,ni-march-hr16,2014,2021
f-00689,p-0328,ni-qashqai,ni-qashqai-mr20,2018,2023
f-00690,p-0329,rn-duster,rn-duster-k4m,2012,2021
f-00691,p-0329,rn-duster,rn-duster-f4r,2012,2021
f-00692,p-0330,fo-fiesta,fo-fiesta-duratec,2011,2016
f-00693,p-0331,mz-3,mz-3-pevps,2015,2019
f-00694,p-0331,mz-2,mz-2-p5vps,2016,2021
f-00695,p-0331,mz-cx5,mz-cx5-pyvps,2017,2023
f-00696,p-0332,hy-tucson,hy-tucson-g4na,2016,2022
f-00697,p-0332,hy-tucson,hy-tucson-d4ha,2016,2022
f-00698,p-0332,ki-sportage,ki-sportage-g4na,2016,2022
f-00699,p-0332,ki-sportage,ki-sportage-d4ha,2016,2022
f-00700,p-0333,ty-hilux,ty-hilux-2gd,2016,2023
f-00701,p-0333,ty-hilux,ty-hilux-1gd,2016,2023
f-00702,p-0333,fo-ranger,fo-ranger-puma32,2016,2022
f-00703,p-0333,fo-ranger,fo-ranger-puma22,2016,2022
f-00704,p-0333,ni-frontier,ni-frontier-yd25,2010,2020
f-00705,p-0333,ni-frontier,ni-frontier-qr25,2010,2020
f-00706,p-0333,vw-amarok,vw-amarok-tdi,2011,2021
f-00707,p-0333,cv-dmax,cv-dmax-4jj1,2006,2013
f-00708,p-0333,cv-dmax,cv-dmax-c24se,2006,2013
f-00709,p-0334,fo-escape,fo-escape-ecoboost,2013,2019
f-00710,p-0335,hy-elantra,hy-elantra-g4fg,2017,2023
f-00711,p-0335,hy-elantra,hy-elantra-g4nb,2017,2020
f-00712,p-0335,ki-cerato,ki-cerato-g4fg,2014,2021
f-00713,p-0336,cv-spark-gt,cv-spark-gt-b12d1,2011,2017
f-00714,p-0336,cv-sail,cv-sail-l2b,2013,2019
f-00715,p-0337,ni-qashqai,ni-qashqai-mr20,2018,2023
f-00716,p-0338,ty-hilux,ty-hilux-2gd,2016,2023
f-00717,p-0338,ty-hilux,ty-hilux-1gd,2016,2023
f-00718,p-0338,fo-ranger,fo-ranger-puma32,2016,2022
f-00719,p-0338,fo-ranger,fo-ranger-puma22,2016,2022
f-00720,p-0338,ni-frontier,ni-frontier-yd25,2010,2020
f-00721,p-0338,ni-frontier,ni-frontier-qr25,2010,2020
f-00722,p-0338,vw-amarok,vw-amarok-tdi,2011,2021
f-00723,p-0338,cv-dmax,cv-dmax-4jj1,2006,2013
f-00724,p-0338,cv-dmax,cv-dmax-c24se,2006,2013
f-00725,p-0339,hy-i10,hy-i10-g4la,2014,2020
f-00726,p-0339,ki-picanto,ki-picanto-g4la,2012,2020
f-00727,p-0340,hy-tucson,,2016,2022
f-00728,p-0340,ki-sportage,,2016,2022
f-00729,p-0341,cv-captiva,,2008,2018
f-00730,p-0342,cv-spark-gt,,2011,2017
f-00731,p-0342,cv-sail,,2013,2019
f-00732,p-0343,rn-logan,,2014,2020
f-00733,p-0343,rn-sandero,,2015,2021
f-00734,p-0343,rn-stepway,,2016,2022
f-00735,p-0344,ni-qashqai,,2018,2023
f-00736,p-0345,ni-versa,,2015,2020
f-00737,p-0345,ni-march,,2014,2021
f-00738,p-0346,mz-3,,2015,2019
f-00739,p-0346,mz-2,,2016,2021
f-00740,p-0346,mz-cx5,,2017,2023
f-00741,p-0347,su-swift,,2018,2023
f-00742,p-0347,su-vitara,,2016,2022
f-00743,p-0348,hy-accent,,2012,2018
f-00744,p-0348,ki-rio,,2012,2017
f-00745,p-0349,rn-kwid,,2018,2024
f-00746,p-0350,hy-elantra,,2017,2023
f-00747,p-0350,ki-cerato,,2014,2021
f-00748,p-0351,fo-escape,,2013,2019
f-00749,p-0352,cv-onix,,2017,2024
f-00750,p-0352,cv-tracker,,2020,2025
f-00751,p-0353,ty-hilux,,2016,2023
f-00752,p-0353,fo-ranger,,2016,2022
f-00753,p-0353,ni-frontier,,2010,2020
f-00754,p-0353,vw-amarok,,2011,2021
f-00755,p-0353,cv-dmax,,2006,2013
f-00756,p-0354,fo-escape,fo-escape-ecoboost,2013,2019
f-00757,p-0355,ty-hilux,ty-hilux-2gd,2016,2023
f-00758,p-0355,ty-hilux,ty-hilux-1gd,2016,2023
f-00759,p-0355,fo-ranger,fo-ranger-puma32,2016,2022
f-00760,p-0355,fo-ranger,fo-ranger-puma22,2016,2022
f-00761,p-0355,ni-frontier,ni-frontier-yd25,2010,2020
f-00762,p-0355,ni-frontier,ni-frontier-qr25,2010,2020
f-00763,p-0355,vw-amarok,vw-amarok-tdi,2011,2021
f-00764,p-0355,cv-dmax,cv-dmax-4jj1,2006,2013
f-00765,p-0355,cv-dmax,cv-dmax-c24se,2006,2013
f-00766,p-0356,ty-prado,ty-prado-1gr,2010,2020
f-00767,p-0357,ni-versa,ni-versa-hr16,2015,2020
f-00768,p-0357,ni-march,ni-march-hr16,2014,2021
f-00769,p-0358,hy-i10,hy-i10-g4la,2014,2020
f-00770,p-0358,ki-picanto,ki-picanto-g4la,2012,2020
f-00771,p-0359,rn-duster,rn-duster-k4m,2012,2021
f-00772,p-0359,rn-duster,rn-duster-f4r,2012,2021
f-00773,p-0360,rn-kwid,rn-kwid-b4d,2018,2024
f-00774,p-0361,hy-elantra,hy-elantra-g4fg,2017,2023
f-00775,p-0361,hy-elantra,hy-elantra-g4nb,2017,2020
f-00776,p-0361,ki-cerato,ki-cerato-g4fg,2014,2021
f-00777,p-0362,rn-logan,rn-logan-k4m,2014,2020
f-00778,p-0362,rn-sandero,rn-sandero-k4m,2015,2019
f-00779,p-0362,rn-sandero,rn-sandero-h4m,2019,2021
f-00780,p-0362,rn-stepway,rn-stepway-h4m,2016,2022
f-00781,p-0363,hy-accent,hy-accent-g4lc,2012,2018
f-00782,p-0363,hy-accent,hy-accent-g4fg,2012,2018
f-00783,p-0363,ki-rio,ki-rio-g4lc,2012,2017
f-00784,p-0364,su-swift,su-swift-k12c,2018,2023
f-00785,p-0364,su-vitara,su-vitara-m16a,2016,2022
f-00786,p-0365,cv-onix,cv-onix-lde,2017,2021
f-00787,p-0365,cv-onix,cv-onix-lih,2020,2024
f-00788,p-0365,cv-tracker,cv-tracker-lih,2020,2025
f-00789,p-0366,cv-spark-gt,cv-spark-gt-b12d1,2011,2017
f-00790,p-0366,cv-sail,cv-sail-l2b,2013,2019
f-00791,p-0367,rn-kwid,rn-kwid-b4d,2018,2024
f-00792,p-0368,ni-versa,ni-versa-hr16,2015,2020
f-00793,p-0368,ni-march,ni-march-hr16,2014,2021
f-00794,p-0369,hy-tucson,hy-tucson-g4na,2016,2022
f-00795,p-0369,hy-tucson,hy-tucson-d4ha,2016,2022
f-00796,p-0369,ki-sportage,ki-sportage-g4na,2016,2022
f-00797,p-0369,ki-sportage,ki-sportage-d4ha,2016,2022
f-00798,p-0370,hy-elantra,hy-elantra-g4fg,2017,2023
f-00799,p-0370,hy-elantra,hy-elantra-g4nb,2017,2020
f-00800,p-0370,ki-cerato,ki-cerato-g4fg,2014,2021
f-00801,p-0371,rn-duster,rn-duster-k4m,2012,2021
f-00802,p-0371,rn-duster,rn-duster-f4r,2012,2021
f-00803,p-0372,ni-qashqai,ni-qashqai-mr20,2018,2023
f-00804,p-0373,fo-fiesta,fo-fiesta-duratec,2011,2016
f-00805,p-0374,hy-i10,hy-i10-g4la,2014,2020
f-00806,p-0374,ki-picanto,ki-picanto-g4la,2012,2020
f-00807,p-0375,mz-3,mz-3-pevps,2015,2019
f-00808,p-0375,mz-2,mz-2-p5vps,2016,2021
f-00809,p-0375,mz-cx5,mz-cx5-pyvps,2017,2023
f-00810,p-0376,vw-gol,vw-gol-ea111,2013,2018
f-00811,p-0376,vw-polo,vw-polo-ea211,2018,2023
f-00812,p-0377,ty-hilux,ty-hilux-2gd,2016,2023
f-00813,p-0377,ty-hilux,ty-hilux-1gd,2016,2023
f-00814,p-0377,fo-ranger,fo-ranger-puma32,2016,2022
f-00815,p-0377,fo-ranger,fo-ranger-puma22,2016,2022
f-00816,p-0377,ni-frontier,ni-frontier-yd25,2010,2020
f-00817,p-0377,ni-frontier,ni-frontier-qr25,2010,2020
f-00818,p-0377,vw-amarok,vw-amarok-tdi,2011,2021
f-00819,p-0377,cv-dmax,cv-dmax-4jj1,2006,2013
f-00820,p-0377,cv-dmax,cv-dmax-c24se,2006,2013
f-00821,p-0378,ty-corolla,ty-corolla-2zr,2014,2019
f-00822,p-0378,ty-yaris,ty-yaris-2nr,2018,2023
f-00823,p-0379,ty-prado,ty-prado-1gr,2010,2020
f-00824,p-0380,cv-captiva,cv-captiva-le9,2008,2018
f-00825,p-0381,cv-spark-gt,cv-spark-gt-b12d1,2011,2017
f-00826,p-0381,cv-sail,cv-sail-l2b,2013,2019
f-00827,p-0382,rn-logan,rn-logan-k4m,2014,2020
f-00828,p-0382,rn-sandero,rn-sandero-k4m,2015,2019
f-00829,p-0382,rn-sandero,rn-sandero-h4m,2019,2021
f-00830,p-0382,rn-stepway,rn-stepway-h4m,2016,2022
f-00831,p-0383,ni-versa,ni-versa-hr16,2015,2020
f-00832,p-0383,ni-march,ni-march-hr16,2014,2021
f-00833,p-0384,ty-corolla,ty-corolla-2zr,2014,2019
f-00834,p-0384,ty-yaris,ty-yaris-2nr,2018,2023
f-00835,p-0385,hy-tucson,hy-tucson-g4na,2016,2022
f-00836,p-0385,hy-tucson,hy-tucson-d4ha,2016,2022
f-00837,p-0385,ki-sportage,ki-sportage-g4na,2016,2022
f-00838,p-0385,ki-sportage,ki-sportage-d4ha,2016,2022
f-00839,p-0386,rn-duster,rn-duster-k4m,2012,2021
f-00840,p-0386,rn-duster,rn-duster-f4r,2012,2021
f-00841,p-0387,mz-3,mz-3-pevps,2015,2019
f-00842,p-0387,mz-2,mz-2-p5vps,2016,2021
f-00843,p-0387,mz-cx5,mz-cx5-pyvps,2017,2023
f-00844,p-0388,vw-gol,vw-gol-ea111,2013,2018
f-00845,p-0388,vw-polo,vw-polo-ea211,2018,2023
f-00846,p-0389,hy-accent,hy-accent-g4lc,2012,2018
f-00847,p-0389,hy-accent,hy-accent-g4fg,2012,2018
f-00848,p-0389,ki-rio,ki-rio-g4lc,2012,2017
f-00849,p-0390,ni-qashqai,ni-qashqai-mr20,2018,2023
f-00850,p-0391,cv-spark-gt,cv-spark-gt-b12d1,2011,2017
f-00851,p-0391,cv-sail,cv-sail-l2b,2013,2019
f-00852,p-0392,rn-duster,rn-duster-k4m,2012,2021
f-00853,p-0392,rn-duster,rn-duster-f4r,2012,2021
f-00854,p-0393,cv-captiva,cv-captiva-le9,2008,2018
f-00855,p-0394,cv-onix,cv-onix-lde,2017,2021
f-00856,p-0394,cv-onix,cv-onix-lih,2020,2024
f-00857,p-0394,cv-tracker,cv-tracker-lih,2020,2025
f-00858,p-0395,vw-gol,vw-gol-ea111,2013,2018
f-00859,p-0395,vw-polo,vw-polo-ea211,2018,2023
f-00860,p-0396,hy-i10,hy-i10-g4la,2014,2020
f-00861,p-0396,ki-picanto,ki-picanto-g4la,2012,2020
f-00862,p-0397,fo-fiesta,fo-fiesta-duratec,2011,2016
f-00863,p-0398,su-swift,su-swift-k12c,2018,2023
f-00864,p-0398,su-vitara,su-vitara-m16a,2016,2022
f-00865,p-0399,mz-3,mz-3-pevps,2015,2019
f-00866,p-0399,mz-2,mz-2-p5vps,2016,2021
f-00867,p-0399,mz-cx5,mz-cx5-pyvps,2017,2023
f-00868,p-0400,ni-qashqai,ni-qashqai-mr20,2018,2023
f-00869,p-0401,ty-corolla,ty-corolla-2zr,2014,2019
f-00870,p-0401,ty-yaris,ty-yaris-2nr,2018,2023
f-00871,p-0402,ty-hilux,ty-hilux-2gd,2016,2023
f-00872,p-0402,ty-hilux,ty-hilux-1gd,2016,2023
f-00873,p-0402,fo-ranger,fo-ranger-puma32,2016,2022
f-00874,p-0402,fo-ranger,fo-ranger-puma22,2016,2022
f-00875,p-0402,ni-frontier,ni-frontier-yd25,2010,2020
f-00876,p-0402,ni-frontier,ni-frontier-qr25,2010,2020
f-00877,p-0402,vw-amarok,vw-amarok-tdi,2011,2021
f-00878,p-0402,cv-dmax,cv-dmax-4jj1,2006,2013
f-00879,p-0402,cv-dmax,cv-dmax-c24se,2006,2013
f-00880,p-0403,fo-escape,fo-escape-ecoboost,2013,2019
f-00881,p-0404,hy-i10,,2014,2020
f-00882,p-0404,ki-picanto,,2012,2020
f-00883,p-0405,vw-gol,,2013,2018
f-00884,p-0405,vw-polo,,2018,2023
f-00885,p-0406,hy-elantra,,2017,2023
f-00886,p-0406,ki-cerato,,2014,2021
f-00887,p-0407,rn-kwid,,2018,2024
f-00888,p-0408,ty-prado,,2010,2020
f-00889,p-0409,ty-hilux,,2016,2023
f-00890,p-0409,fo-ranger,,2016,2022
f-00891,p-0409,ni-frontier,,2010,2020
f-00892,p-0409,vw-amarok,,2011,2021
f-00893,p-0409,cv-dmax,,2006,2013
f-00894,p-0410,hy-tucson,,2016,2022
f-00895,p-0410,ki-sportage,,2016,2022
f-00896,p-0411,cv-spark-gt,,2011,2017
f-00897,p-0411,cv-sail,,2013,2019
f-00898,p-0412,hy-accent,,2012,2018
f-00899,p-0412,ki-rio,,2012,2017
f-00900,p-0413,fo-escape,,2013,2019
f-00901,p-0414,cv-captiva,,2008,2018
f-00902,p-0415,ty-corolla,,2014,2019
f-00903,p-0415,ty-yaris,,2018,2023
f-00904,p-0416,fo-fiesta,,2011,2016
f-00905,p-0417,su-swift,,2018,2023
f-00906,p-0417,su-vitara,,2016,2022
f-00907,p-0418,mz-3,,2015,2019
f-00908,p-0418,mz-2,,2016,2021
f-00909,p-0418,mz-cx5,,2017,2023
f-00910,p-0419,vw-gol,,2013,2018
f-00911,p-0419,vw-polo,,2018,2023
f-00912,p-0420,ni-versa,,2015,2020
f-00913,p-0420,ni-march,,2014,2021
f-00914,p-0421,fo-escape,,2013,2019
f-00915,p-0422,hy-i10,,2014,2020
f-00916,p-0422,ki-picanto,,2012,2020
f-00917,p-0423,ty-corolla,,2014,2019
f-00918,p-0423,ty-yaris,,2018,2023
f-00919,p-0424,cv-onix,,2017,2024
f-00920,p-0424,cv-tracker,,2020,2025
f-00921,p-0425,cv-spark-gt,,2011,2017
f-00922,p-0425,cv-sail,,2013,2019
f-00923,p-0426,rn-logan,,2014,2020
f-00924,p-0426,rn-sandero,,2015,2021
f-00925,p-0426,rn-stepway,,2016,2022
f-00926,p-0427,fo-escape,,2013,2019
f-00927,p-0428,ty-hilux,,2016,2023
f-00928,p-0428,fo-ranger,,2016,2022
f-00929,p-0428,ni-frontier,,2010,2020
f-00930,p-0428,vw-amarok,,2011,2021
f-00931,p-0428,cv-dmax,,2006,2013
f-00932,p-0429,ty-corolla,,2014,2019
f-00933,p-0429,ty-yaris,,2018,2023
f-00934,p-0430,hy-tucson,,2016,2022
f-00935,p-0430,ki-sportage,,2016,2022
f-00936,p-0431,rn-kwid,,2018,2024
f-00937,p-0432,mz-3,,2015,2019
f-00938,p-0432,mz-2,,2016,2021
f-00939,p-0432,mz-cx5,,2017,2023
f-00940,p-0433,rn-duster,,2012,2021
f-00941,p-0434,cv-onix,,2017,2024
f-00942,p-0434,cv-tracker,,2020,2025
f-00943,p-0435,fo-fiesta,,2011,2016
f-00944,p-0436,hy-accent,,2012,2018
f-00945,p-0436,ki-rio,,2012,2017
f-00946,p-0437,hy-i10,,2014,2020
f-00947,p-0437,ki-picanto,,2012,2020
f-00948,p-0438,hy-tucson,,2016,2022
f-00949,p-0438,ki-sportage,,2016,2022
f-00950,p-0439,hy-i10,,2014,2020
f-00951,p-0439,ki-picanto,,2012,2020
f-00952,p-0440,fo-escape,,2013,2019
f-00953,p-0441,fo-fiesta,,2011,2016
